分類,市町村コード,No,都道府県,市区町村名,地域区分,設置主体,運営主体,保育所型認定こども園,設置・運営主体名,名称,郵便番号,住所,建物ビル名,階数,部屋番号等,緯度,経度,電話番号,内線番号,FAX番号,URL,利用定員（2号）,利用定員（3号）,施設長又は代表者,認可・認定年月日（和暦）,認可・認定年月日（西暦）,備考,更新年月日
道内認可保育所,11029,札幌-084,北海道,札幌市北区,札幌（北）,株式,株式,,株式会社アイグラン,あい保育園北陽,001-0030,札幌市北区北30条西4丁目2-21,,,,43.0973,141.3421,011-769-9917,,,,35,25,佐藤　恵美子,令和3年4月1日,2021/4/1,,2022/3/15
道内認可保育所,11029,札幌-085,北海道,札幌市北区,札幌（北）,株式,株式,,株式会社ＳｕｎＴｒａｐ,Ｓ．Ｔ．ナーサリーＳＣＨＯＯＬ新川西,001-0932,札幌市北区新川西2条7丁目5-7,,,,43.132,141.2698,011-299-8170,,,,35,25,矢野　幸子,令和3年4月1日,2021/4/1,,2022/3/15
道内認可保育所,11029,札幌-086,北海道,札幌市北区,札幌（北）,社福,社福,〇,社会福祉法人札幌晃学会,幌北中央保育園,001-0020,札幌市北区北20条西3丁目2-22,,,,43.085711,141.345988,011-716-1841,,011-716-1852,,77,63,三村　信行,平成31年4月1日,2019/4/1,,2022/3/15
道内認可保育所,11029,札幌-087,北海道,札幌市北区,札幌（北）,社福,社福,〇,社会福祉法人札幌からまつの会,認定こども園しずく保育園,001-0024,札幌市北区北24条西15丁目1-1,,,,43.0886,141.326,011-737-8000,,,,32,28,千葉　明美,平成31年4月1日,2019/4/1,,2022/3/15
道内認可保育所,11029,札幌-088,北海道,札幌市北区,札幌（北）,社福,社福,〇,社会福祉法人桃の花メイト会,屯田桃の花こども園,002-0859,札幌市北区屯田9条3丁目1-35,,,,43.14191,141.342609,011-776-0087,,011-773-8777,http://www.momonohana.jp/tonden/,60,30,梅本　哲子,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,11029,札幌-089,北海道,札幌市北区,札幌（北）,社福,社福,〇,社会福祉法人勇志会,エンジェル保育園,001-0036,札幌市北区北36条西2丁目1-3,,,,43.103418,141.344008,011-790-8187,,011-790-8579,http://www.angel-hoikuen.org/,39,36,成田　香代子,令和3年4月1日,2021/4/1,,2022/3/15
道内認可保育所,11029,札幌-090,北海道,札幌市北区,札幌（北）,社福,社福,〇,社会福祉法人つぐみ園,札幌未来保育園,002-0859,札幌市北区屯田9条10丁目1-1,,,,43.143345,141.323561,011-774-3612,,011-774-3614,http://www.ans.co.jp/n/sapporomirai/,48,42,佐々木　一,令和3年4月1日,2021/4/1,,2022/3/15
道内認可保育所,11037,札幌-091,北海道,札幌市東区,札幌（東）,市町村,市町村,,札幌市,札幌市東区保育・子育て支援センター,060-0909,札幌市東区北9条東7丁目1-25,,,,43.073889,141.364561,011-711-7801,,011-742-1829,http://www.city.sapporo.jp/higashi/shisetu/shisetu_11.html,68,52,福原　祐子,昭和28年6月1日,1953/6/1,,2022/3/15
道内認可保育所,11037,札幌-092,北海道,札幌市東区,札幌（東）,市町村,市町村,,札幌市,札幌市みかほ保育園,065-0019,札幌市東区北19条東5丁目1-24,,,,43.085261,141.358808,011-711-8913,,011-742-5593,,84,26,齋藤　康子,昭和31年12月1日,1956/12/1,,2022/3/15
道内認可保育所,11037,札幌-093,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人大石福祉会,札苗保育園,007-0807,札幌市東区東苗穂7条3丁目1-5,,,,43.093293,141.412258,011-783-7711,,011-788-5251,http://www.naebohoikuen.jp/syoukai_s.htm,39,31,新免　一美,平成22年4月1日,2010/4/1,,2022/3/15
道内認可保育所,11037,札幌-094,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人鶴翔福祉会,元町にこにこ保育園,065-0023,札幌市東区北23条東16丁目1-11,,,,43.093493,141.372242,011-782-2551,,011-782-2551,http://kakushou.com/nikoniko/index.html,52,38,莊司　玲子,平成23年4月1日,2011/4/1,,2022/3/15
道内認可保育所,11037,札幌-095,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人毛里田睦会,麻生むつみ保育園,007-0838,札幌市東区北38条東1丁目4-5,,,,43.10622,141.346995,011-788-3303,,011-788-3305,http://asabumutsumihoikuen.com/,54,36,佐藤　哲哉,平成25年4月1日,2013/4/1,,2022/3/15
道内認可保育所,11037,札幌-096,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人大石福祉会,札苗北保育園,007-0030,札幌市東区東雁来10条4丁目1-20,,,,43.094645,141.430491,011-791-8822,,011-791-8821,,50,40,宮津　ゆみ子,平成25年12月1日,2013/12/1,,2022/3/15
道内認可保育所,11037,札幌-097,北海道,札幌市東区,札幌（東）,株式,株式,,株式会社プロケア,ちゃいれっく北８条東保育園,065-0008,札幌市東区北8条東19丁目2-7,,,,43.0789,141.3807,011-769-9933,,,,33,27,新堂　百合江,平成26年12月1日,2014/12/1,,2022/3/15
道内認可保育所,11037,札幌-098,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人大石福祉会,苗穂保育園,065-0007,札幌市東区北7条東18丁目1-8,,,,43.073972,141.381948,011-711-4973,,011-711-1545,http://www.naebohoikuen.jp/syoukai.html,48,42,若生　知子,昭和23年12月23日,1948/12/23,,2022/3/15
道内認可保育所,11037,札幌-099,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人ろうふく会,札幌第２福ちゃん保育園,065-0018,札幌市東区北18条東16丁目2-13,,,,43.086781,141.375208,011-781-5578,,011-781-5579,,48,42,廣嶋　香奈子,昭和53年2月17日,1978/2/17,,2022/3/15
道内認可保育所,11037,札幌-100,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人北栄福祉会,北栄保育園,007-0835,札幌市東区北35条東5丁目2-1,,,,43.104357,141.352948,011-731-5304,,011-731-0311,,66,54,向川　泰弘,昭和42年10月1日,1967/10/1,,2022/3/15
道内認可保育所,11037,札幌-101,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人札幌厚成福祉会,札幌厚成福祉会第二保育所,007-0805,札幌市東区東苗穂5条3丁目3-45,,,,43.08861,141.409584,011-781-6428,,011-781-3660,http://www.kouseikai-dai2.hoiku.ne.jp/,54,36,田辺　達也,昭和43年11月1日,1968/11/1,,2022/3/15
道内認可保育所,11037,札幌-102,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人藤福祉会,元町杉の子保育園,065-0014,札幌市東区北14条東16丁目1-31,,,,43.081434,141.377704,011-781-4477,,011-781-4488,,53,37,鈴木　一弘,昭和44年10月1日,1969/10/1,,2022/3/15
道内認可保育所,11037,札幌-103,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人共愛福祉会,明園保育園,065-0023,札幌市東区北23条東14丁目1-5,,,,43.092355,141.369497,011-751-9354,,011-751-9358,,69,51,堀川　翠,昭和47年9月1日,1972/9/1,,2022/3/15
道内認可保育所,11037,札幌-104,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人日の丸保育園,日の丸保育園,007-0840,札幌市東区北40条東9丁目3-15,,,,43.110349,141.35889,011-751-0409,,011-751-0433,,72,48,西川　重輝,昭和47年10月1日,1972/10/1,,2022/3/15
道内認可保育所,11037,札幌-105,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人イケソー福祉会,はらっぱ保育園,065-0027,札幌市東区北27条東6丁目1-18,,,,43.096719,141.357393,011-751-8593,,011-751-8616,,71,49,山縣　育子,昭和48年4月1日,1973/4/1,,2022/3/15
道内認可保育所,11037,札幌-106,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人札幌明啓院,丘珠ひばり保育園,007-0880,札幌市東区丘珠町593番地49,,,,43.120883,141.403637,011-781-6680,,011-887-6079,http://www.sapporo-meikeiin.or.jp/hibari/,56,44,佐藤　智子,昭和48年10月1日,1973/10/1,,2022/3/15
道内認可保育所,11037,札幌-107,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人心の里親ホーム,心の里親保育園,065-0019,札幌市東区北19条東6丁目1-5,,,,43.08547,141.360171,011-711-1667,,011-741-2939,http://kokoronosatooya.hoikuen.ac/index.html,30,30,尾毛川　ひとみ,昭和48年10月1日,1973/10/1,,2022/3/15
道内認可保育所,11037,札幌-108,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人愛和福祉会,元町保育園,065-0027,札幌市東区北27条東19丁目6-10,,,,43.09827,141.379964,011-781-6332,,011-781-6333,http://blog.livedoor.jp/aiwa_motomachi/,30,30,猪野　純子,昭和49年6月1日,1974/6/1,,2022/3/15
道内認可保育所,11037,札幌-109,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人幸友福祉会,北栄みどり保育園,065-0032,札幌市東区北32条東13丁目1-26,,,,43.101785,141.365971,011-752-2221,,011-711-1712,http://www18.ocn.ne.jp/?hokuei32/,88,72,木村　惠美,昭和49年12月1日,1974/12/1,,2022/3/15
道内認可保育所,11037,札幌-110,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人光星子どもの家福祉会,モエレはとポッポ保育園,007-0812,札幌市東区東苗穂12条1丁目1-50,,,,43.106969,141.414443,011-790-2531,,011-790-2536,,54,46,細谷　恵,昭和50年12月1日,1975/12/1,,2022/3/15
道内認可保育所,11037,札幌-111,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人幸友福祉会,元町みどり保育園,065-0027,札幌市東区北27条東22丁目5-11,,,,43.09908,141.386751,011-783-0011,,011-785-0008,,102,88,河村　優美子,昭和52年11月1日,1977/11/1,,2022/3/15
道内認可保育所,11037,札幌-112,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人札幌ポプラ会,栄保育園,007-0847,札幌市東区北47条東7丁目2-13,,,,43.118465,141.352641,011-751-7333,,011-751-7329,,76,54,斉藤　曜子,昭和53年10月1日,1978/10/1,,2022/3/15
道内認可保育所,11037,札幌-113,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人青葉学園,札幌フラワー保育園,065-0018,札幌市東区北18条東6丁目1-30,,,,43.08414,141.360783,011-741-5492,,011-741-0017,,80,60,鷹栖　邦一,昭和54年12月1日,1979/12/1,,2022/3/15
道内認可保育所,11037,札幌-114,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人光星子どもの家福祉会,光星はとポッポ保育園,065-0015,札幌市東区北15条東7丁目1-10,,,,43.080674,141.362495,011-742-4876,,011-742-3028,,51,39,柴野　邦子,昭和56年11月1日,1981/11/1,,2022/3/15
道内認可保育所,11037,札幌-115,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人常誠会,栄町あおぞら保育園,007-0843,札幌市東区北43条東16丁目2-8,,,,43.116149,141.366738,011-789-6230,,011-789-6231,http://www.aozora-hoiku-sakaemachi.jp/,34,26,本間　梢,平成15年4月1日,2003/4/1,,2022/3/15
道内認可保育所,11037,札幌-116,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人勤医協福祉会,勤医協ぽぷら保育園,007-0869,札幌市東区伏古9条2丁目9-4,,,,43.094369,141.394863,011-782-9429,,011-782-6201,,51,39,本多　真弓,平成15年4月1日,2003/4/1,,2022/3/15
道内認可保育所,11037,札幌-117,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人愛和福祉会,愛和新穂保育園,065-0009,札幌市東区北9条東11丁目3-7,,,,43.075141,141.371069,011-722-8996,,011-722-8997,http://blog.livedoor.jp/aiwa_niiho/,62,48,玉井　公美代,平成17年7月1日,2005/7/1,,2022/3/15
道内認可保育所,11037,札幌-118,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人イケソー福祉会,かりき保育園,007-0033,札幌市東区東雁来13条2丁目9-12,,,,43.104713,141.431478,011-791-1115,,011-791-1222,,55,35,上野　修,平成18年6月1日,2006/6/1,,2022/3/15
道内認可保育所,11037,札幌-119,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人幸友福祉会,開成みどり保育園,007-0867,札幌市東区伏古7条2丁目3-3,,,,43.091611,141.391213,011-780-2251,,011-787-8118,,45,45,河村　政城,平成19年4月1日,2007/4/1,,2022/3/15
道内認可保育所,11037,札幌-120,北海道,札幌市東区,札幌（東）,株式,株式,,アートチャイルドケア株式会社,アートチャイルドケア札幌元町,065-0026,札幌市東区北26条東12丁目1-10,,,,43.09392,141.34904,011-722-0123,,,,49,41,碓氷　美雪,平成27年4月1日,2015/4/1,,2022/3/15
道内認可保育所,11037,札幌-121,北海道,札幌市東区,札幌（東）,株式,株式,,株式会社モード・プランニング・ジャパン,札幌麻生雲母保育園,007-0843,札幌市東区北43条東1丁目3-1,,,,43.1119,141.3438,011-733-0123,,,,33,27,上村　祐史,平成29年4月1日,2017/4/1,,2022/3/15
道内認可保育所,11037,札幌-122,北海道,札幌市東区,札幌（東）,株式,株式,,株式会社スマイルクルー,おひさまさっぽろ東保育園,007-0841,札幌市東区北41条東6丁目2-11,,,,43.1109,141.3536,011-768-7831,,,,33,27,塚田　美枝子,平成30年4月1日,2018/4/1,,2022/3/15
道内認可保育所,11037,札幌-123,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人孝仁会,もえれ保育園,007-0031,札幌市東区東雁来11条3丁目2-18,,,,43.0982,141.4315,011-790-3715,,,,51,39,佐藤　優子,平成31年4月1日,2019/4/1,,2022/3/15
道内認可保育所,11037,札幌-124,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人まこと鳴滝会,まことさつなえ保育園,007-0815,札幌市東区東苗穂15条1丁目2-32,,,,43.1126,141.4216,011-299-9367,,,,24,16,松本　つねみ,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,11037,札幌-125,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人まこと鳴滝会,まことさっぽろ保育園,065-0042,札幌市東区本町2条2丁目7-11,,,,43.0814,141.384,011-788-3616,,,,30,20,石川　尊子,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,11037,札幌-126,北海道,札幌市東区,札幌（東）,社福,社福,,社会福祉法人楽城会,栄南保育園,007-0834,札幌市東区北34条東23丁目4-19,,,,43.1037,141.3816,011-792-6696,,,,24,16,白勢　杏依香,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,11037,札幌-127,北海道,札幌市東区,札幌（東）,社福,社福,〇,社会福祉法人石狩友愛福祉会,光星友愛認定こども園,065-0012,札幌市東区北12条東9丁目3-12,,,,43.0783,141.3674,011-712-8883,,,,45,45,数馬　清子,平成30年4月1日,2018/4/1,,2022/3/15
道内認可保育所,11037,札幌-128,北海道,札幌市東区,札幌（東）,社福,社福,〇,社会福祉法人札幌友愛福祉会,伏古かしわ保育園,007-0864,札幌市東区伏古4条4丁目2-9,,,,43.085972,141.393835,011-782-9130,,011-782-9130,,48,42,河合　直嗣,平成31年4月1日,2019/4/1,,2022/3/15
道内認可保育所,11037,札幌-129,北海道,札幌市東区,札幌（東）,社福,社福,〇,社会福祉法人水の会,開成いちい認定こども園,065-0021,札幌市東区北21条東23丁目3-1,,,,43.089298,141.386628,011-788-3961,,011-788-3971,http://www.mizunokai.ed.jp/kaisei/shisetsu.html,49,41,雲中　龍一,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,11037,札幌-130,北海道,札幌市東区,札幌（東）,社福,社福,〇,社会福祉法人いずみ福祉会,北栄マスカット保育園,065-0030,札幌市東区北30条東9丁目3-20,,,,43.099582,141.361965,011-731-0120,,011-731-0121,http://www.ans.co.jp/n/muscat/hokuei/index.html,48,42,橋本　暁人,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,11037,札幌-131,北海道,札幌市東区,札幌（東）,社福,社福,〇,社会福祉法人いずみ福祉会,丘珠マスカット保育園,007-0836,札幌市東区北36条東29丁目3-3,,,,43.100108,141.395834,011-783-0723,,011-783-5707,http://www.ans.co.jp/n/muscat/okadama/index.html,48,42,橋本　睦,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,11037,札幌-132,北海道,札幌市東区,札幌（東）,社福,社福,〇,社会福祉法人いずみ福祉会,栄町マスカット保育園,007-0837,札幌市東区北37条東14丁目1-25,,,,43.107495,141.366558,011-748-7875,,011-748-7876,http://www.ans.co.jp/n/muscat/sakaemachi/index.html,33,27,椿原　ひとみ,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,11037,札幌-133,北海道,札幌市東区,札幌（東）,社福,社福,〇,社会福祉法人東苗穂福祉会,認定こども園東苗穂保育園,065-0042,札幌市東区本町2条6丁目3-7,,,,43.078333,141.392308,011-781-8389,,011-781-8389,,45,45,横山　雅子,令和3年4月1日,2021/4/1,,2022/3/15
